application_id,member_id,joined_on,member_status,solde,opened_on,account_status,requested_amount,term_months,purpose,product_id,plafond_produit,seuil_caution,exceptionnel,tax_status,esg_exclusion,has_external_credits,external_proofs_ok,applied_at,ca,cmv,operating_costs,financial_income,personal_income,family_cost,existing_debt_service,fonds_propres,total_debt,total_assets,current_assets,current_liabilities,stock_moyen,resultat_net,preuve_revenu,preuve_charge,saisonnier,dependance,concurrence,valeur_garanties,has_snap,epargne_3m,epargne_6m,nb_mvt_90j,nb_solde_ok,nb_solde,nb_impaye,max_jours_past,max_jours_out,nb_grave,ext_epargne_6m,ext_mvt_90j,bic_incidents,signaux_pat,label_defaut,label_par30_futur
13086,14547,2018-03-10,actif,568831,2018-03-10,actif,2875460,10,Fonds VOL-0014535,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5456185,3000901,927551,15000,175000,75000,15000,1091237,436494,2455283,982113,545618,450135,436494,N2,N1,False,True,8,0.0,1,85990,75563,0,1,1,0,0,0,0,0,0,0,0,0,0
13087,14548,2020-12-08,actif,1442936,2020-12-08,actif,2883380,8,Fonds VOL-0014536,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5464376,3060050,983587,16000,176000,76000,16000,1092875,437150,2458969,983587,546437,459007,437150,N3,N2,False,False,1,0.0,1,111538,101111,9,0,0,0,0,0,0,0,0,0,0,0,0
13088,14549,2017-04-20,actif,997804,2017-04-20,actif,2891300,10,Fonds VOL-0014537,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5472567,3119363,1039787,17000,177000,77000,17000,1094513,437805,2462655,985062,547256,467904,437805,N2,N1,False,False,2,0.0,1,91388,111500,0,3,3,0,0,0,0,70615,0,0,0,0,0
13089,14550,2018-10-07,actif,660760,2018-10-07,actif,2899220,8,Fonds VOL-0014538,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5480758,3178839,1096151,18000,178000,78000,18000,1096151,438460,2466341,986536,548075,476825,438460,N2,N1,False,False,3,0.0,1,140912,93819,0,1,1,0,0,0,0,0,0,0,0,0,0
13090,14551,2019-08-07,actif,869630,2019-08-07,actif,2907140,10,Fonds VOL-0014539,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5488949,3238479,1152679,19000,179000,79000,19000,1097789,439115,2470027,988010,548894,485771,439115,N1,N2,False,False,4,0.0,1,95430,92950,0,2,2,0,0,0,0,0,0,0,0,0,0
13091,14552,2018-06-14,actif,752848,2018-06-14,actif,2915060,10,Fonds VOL-0014540,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5497140,2198856,659656,20000,180000,80000,20000,1099428,439771,2473713,989485,549714,329828,439771,N1,N2,False,False,5,0.0,1,156520,146093,0,1,1,0,0,0,0,125537,0,0,0,0,0
13092,14553,2019-12-05,actif,838062,2019-12-05,actif,122980,8,Fonds VOL-0014541,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5505331,2257185,715693,21000,181000,81000,21000,1101066,440426,2477398,990959,550533,338577,440426,N3,N1,False,False,6,0.0,1,48707,74947,0,2,2,0,0,0,0,0,0,0,0,0,0
13093,14554,2018-01-16,actif,1197363,2018-01-16,actif,130900,10,Fonds VOL-0014542,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5513522,2315679,771893,22000,182000,82000,22000,1102704,441081,2481084,992433,551352,347351,441081,N1,N2,False,False,7,0.0,1,128347,154587,0,2,2,0,0,0,0,0,0,0,0,0,0
13094,14555,2016-06-27,actif,787689,2016-06-27,actif,138820,10,Fonds VOL-0014543,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5521713,2374336,828256,23000,183000,83000,23000,1104342,441737,2484770,993908,552171,356150,441737,N1,N2,False,False,8,0.0,1,106713,102078,0,2,2,0,0,0,0,133942,0,0,0,0,0
13095,14556,2017-04-14,actif,1321909,2017-04-14,actif,146740,12,Fonds VOL-0014544,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5529904,2433157,884784,24000,184000,84000,24000,1105980,442392,2488456,995382,552990,364973,442392,N3,N1,False,True,1,0.0,1,143955,133528,0,0,0,0,0,0,0,0,0,0,0,0,0
13096,14557,2017-02-23,actif,1560153,2017-02-23,actif,154660,12,Fonds VOL-0014545,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5538095,2492142,941476,25000,185000,85000,25000,1107619,443047,2492142,996857,553809,373821,443047,N3,N2,False,False,2,0.0,1,106330,76162,0,1,1,0,0,0,0,0,0,0,0,0,0
13097,14558,2019-06-29,actif,902210,2019-06-29,actif,162580,12,Fonds VOL-0014546,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5546286,2551291,998331,26000,186000,86000,26000,1109257,443702,2495828,998331,554628,382693,443702,N2,N1,False,False,3,0.0,1,109156,98729,0,2,2,0,0,0,0,0,0,0,0,0,0
13098,14559,2019-05-09,actif,1594713,2019-05-09,actif,170500,10,Fonds VOL-0014547,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5554477,2610604,1055350,27000,187000,87000,27000,1110895,444358,2499514,999805,555447,391590,444358,N2,N2,False,False,4,0.0,1,135395,124968,0,1,1,0,0,0,0,121146,0,0,0,0,0
13099,14560,2018-06-16,actif,642605,2018-06-16,actif,178420,12,Fonds VOL-0014548,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5562668,2670080,1112533,28000,188000,88000,28000,1112533,445013,2503200,1001280,556266,400512,445013,N3,N2,False,False,5,0.0,1,67759,91681,0,1,1,0,0,0,0,0,0,0,0,0,0
13100,14561,2018-06-12,actif,1543938,2018-06-12,actif,186340,10,Fonds VOL-0014549,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5570859,2729720,1169880,29000,189000,89000,29000,1114171,445668,2506886,1002754,557085,409458,445668,N3,N1,False,False,6,0.0,1,109295,135535,0,1,1,0,0,0,0,0,0,0,0,0,0
13101,14562,2016-10-03,actif,1439348,2016-10-03,actif,194260,12,Fonds VOL-0014550,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5579050,2789525,669486,0,190000,20000,30000,1115810,446324,2510572,1004229,557905,418428,446324,N1,N1,False,False,7,0.0,1,117445,86618,0,1,1,0,0,0,0,99006,0,0,0,0,0
13102,14563,2020-11-11,actif,1072547,2020-11-11,actif,202180,8,Fonds VOL-0014551,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5587241,2849492,726341,1000,191000,21000,31000,1117448,446979,2514258,1005703,558724,427423,446979,N3,N1,False,False,8,0.0,1,123366,125286,0,1,1,0,0,0,0,0,0,0,0,0,0
13103,14564,2015-12-05,actif,951141,2015-12-05,actif,210100,12,Fonds VOL-0014552,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5595432,2909624,783360,2000,192000,22000,32000,1119086,447634,2517944,1007177,559543,436443,447634,N3,N2,False,False,1,0.0,1,83106,100137,0,0,0,0,0,0,0,0,0,0,0,0,0
13104,14565,2018-06-28,actif,1159746,2018-06-28,actif,218020,8,Fonds VOL-0014553,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5603623,2969920,840543,3000,193000,23000,33000,1120724,448289,2521630,1008652,560362,445488,448289,N3,N2,False,True,2,0.0,1,142814,117401,0,2,2,0,0,0,0,71596,0,0,0,0,0
13105,14566,2017-02-19,actif,1538138,2017-02-19,actif,225940,12,Fonds VOL-0014554,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5611814,3030379,897890,4000,194000,24000,34000,1122362,448945,2525316,1010126,561181,454556,448945,N1,N1,False,False,3,0.0,1,169744,159317,0,2,2,0,0,0,0,0,0,0,0,0,0
13106,14567,2017-10-05,actif,1182906,2017-10-05,actif,233860,8,Fonds VOL-0014555,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5620005,3091002,955400,5000,195000,25000,35000,1124001,449600,2529002,1011600,562000,463650,449600,N3,N1,False,False,4,0.0,1,137568,127141,0,1,1,0,0,0,0,0,0,0,0,0,0
13107,14568,2019-02-05,actif,1406078,2019-02-05,actif,241780,12,Fonds VOL-0014556,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5628196,3151789,1013075,6000,196000,26000,36000,1125639,450255,2532688,1013075,562819,472768,450255,N3,N1,False,False,5,0.0,1,102858,129098,0,0,0,0,0,0,0,0,0,0,0,0,0
13108,14569,2015-11-10,actif,1153311,2015-11-10,actif,249700,8,Fonds VOL-0014557,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5636387,3212740,1070913,7000,197000,27000,37000,1127277,450910,2536374,1014549,563638,481911,450910,N3,N1,False,False,6,0.0,1,143094,75736,0,2,2,0,0,0,0,70865,0,0,0,0,0
13109,14570,2019-04-11,actif,750854,2019-04-11,actif,257620,8,Fonds VOL-0014558,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5644578,3273855,1128915,8000,198000,28000,38000,1128915,451566,2540060,1016024,564457,491078,451566,N3,N1,False,False,7,0.0,1,131772,110466,0,0,0,0,0,0,0,0,0,0,0,0,0
13110,14571,2018-03-07,actif,958156,2018-03-07,actif,265540,8,Fonds VOL-0014559,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5652769,3335133,1187081,9000,199000,29000,39000,1130553,452221,2543746,1017498,565276,500269,452221,N1,N2,False,False,8,0.0,1,127997,154237,0,1,1,0,0,0,0,0,0,0,0,0,0
13111,14572,2017-01-23,actif,1539778,2017-01-23,actif,273460,10,Fonds VOL-0014560,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5660960,2264384,679315,10000,200000,30000,0,1132192,452876,2547432,1018972,566096,339657,452876,N3,N1,False,False,1,0.0,1,154697,110674,0,1,1,0,0,0,0,121606,0,0,0,0,0
13112,14573,2018-08-08,actif,927585,2018-08-08,actif,281380,10,Fonds VOL-0014561,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5669151,2324351,736989,11000,201000,31000,1000,1133830,453532,2551117,1020447,566915,348652,453532,N3,N1,False,False,2,0.0,1,165380,136991,0,1,1,0,0,0,0,0,0,0,0,0,0
13113,14574,2020-04-04,actif,846009,2020-04-04,actif,289300,12,Fonds VOL-0014562,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5677342,2384483,794827,12000,202000,32000,2000,1135468,454187,2554803,1021921,567734,357672,454187,N1,N1,False,True,3,0.0,1,40548,49403,0,1,1,0,0,0,0,0,0,0,0,0,0
13114,14575,2017-11-07,actif,866281,2017-11-07,actif,297220,8,Fonds VOL-0014563,1,3000000,2000000,False,a_verifier,False,True,True,2026-09-14 13:04:35.241438+00:00,5685533,2444779,852829,13000,203000,33000,3000,1137106,454842,2558489,1023395,568553,366716,454842,N3,N2,False,False,4,0.0,1,160134,149707,0,3,3,0,0,0,0,80069,0,0,0,0,0
13115,14576,2017-06-23,actif,845405,2017-06-23,actif,305140,8,Fonds VOL-0014564,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5693724,2505238,910995,14000,204000,34000,4000,1138744,455497,2562175,1024870,569372,375785,455497,N3,N1,False,False,5,0.0,1,61649,73144,0,0,0,0,0,0,0,0,0,0,0,0,0
13116,14577,2019-06-02,actif,707333,2019-06-02,actif,313060,12,Fonds VOL-0014565,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5701915,2565861,969325,15000,205000,35000,5000,1140383,456153,2565861,1026344,570191,384879,456153,N1,N1,False,False,6,0.0,1,114102,103675,0,1,1,0,0,0,0,0,0,0,0,0,0
13117,14578,2019-10-31,actif,878444,2019-10-31,actif,320980,12,Fonds VOL-0014566,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5710106,2626648,1027819,16000,206000,36000,6000,1142021,456808,2569547,1027819,571010,393997,456808,N2,N1,False,False,7,0.0,1,72209,86342,0,1,1,0,0,0,0,0,0,0,0,0,0
13118,14579,2021-01-13,actif,1108852,2021-01-13,actif,328900,8,Fonds VOL-0014567,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5718297,2687599,1086476,17000,207000,37000,7000,1143659,457463,2573233,1029293,571829,403139,457463,N3,N2,False,False,8,0.0,1,107013,99791,0,2,2,0,0,0,0,150746,0,0,0,0,0
13119,14580,2020-12-07,actif,1097871,2020-12-07,actif,336820,12,Fonds VOL-0014568,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5726488,2748714,1145297,18000,208000,38000,8000,1145297,458119,2576919,1030767,572648,412307,458119,N3,N1,False,False,1,0.0,1,73455,99695,0,0,0,0,0,0,0,0,0,0,0,0,0
13120,14581,2020-06-15,actif,917368,2020-06-15,actif,344740,10,Fonds VOL-0014569,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5734679,2809992,1204282,19000,209000,39000,9000,1146935,458774,2580605,1032242,573467,421498,458774,N2,N2,False,False,2,0.0,1,77506,95598,0,1,1,0,0,0,0,0,0,0,0,0,0
13121,14582,2021-06-24,actif,593542,2021-06-24,actif,352660,12,Fonds VOL-0014570,1,3000000,2000000,False,a_verifier,False,True,True,2026-09-14 13:04:35.241438+00:00,5742870,2871435,689144,20000,210000,40000,10000,1148574,459429,2584291,1033716,574287,430715,459429,N3,N2,False,False,3,0.0,1,80824,107064,0,0,0,0,0,0,0,95208,0,0,0,0,0
13122,14583,2024-01-16,actif,494447,2024-01-16,actif,360580,12,Fonds VOL-0014571,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5751061,2933041,747637,21000,211000,41000,11000,1150212,460084,2587977,1035190,575106,439956,460084,N2,N2,False,True,4,0.0,1,45630,56990,0,0,0,0,0,0,0,0,0,0,0,0,0
13123,14584,2022-06-29,actif,417544,2022-06-29,actif,368500,12,Fonds VOL-0014572,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5759252,2994811,806295,22000,212000,42000,12000,1151850,460740,2591663,1036665,575925,449221,460740,N3,N2,False,False,5,0.0,1,149833,139406,0,1,1,0,0,0,0,0,0,0,0,0,0
13124,14585,2023-04-30,actif,667531,2023-04-30,actif,376420,12,Fonds VOL-0014573,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5767443,3056744,865116,23000,213000,43000,13000,1153488,461395,2595349,1038139,576744,458511,461395,N1,N2,False,False,6,0.0,1,38939,92729,0,1,1,0,0,0,0,104124,0,0,0,0,0
13125,14586,2021-12-13,actif,563266,2021-12-13,actif,384340,8,Fonds VOL-0014574,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5775634,3118842,924101,24000,214000,44000,14000,1155126,462050,2599035,1039614,577563,467826,462050,N1,N1,False,False,7,0.0,1,133584,123157,0,0,0,0,0,0,0,0,0,0,0,0,0
13126,14587,2022-01-01,actif,557839,2022-01-01,actif,392260,8,Fonds VOL-0014575,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5783825,3181103,983250,25000,215000,45000,15000,1156765,462706,2602721,1041088,578382,477165,462706,N2,N2,False,False,8,0.0,1,47316,73556,0,0,0,0,0,0,0,0,0,0,0,0,0
13127,14588,2019-12-28,actif,459328,2019-12-28,actif,400180,10,Fonds VOL-0014576,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5792016,3243528,1042562,26000,216000,46000,16000,1158403,463361,2606407,1042562,579201,486529,463361,N3,N2,False,False,1,0.0,1,149883,139456,0,1,1,0,0,0,0,0,0,0,0,0,0
13128,14589,2026-02-18,actif,472233,2026-02-18,actif,408100,12,Fonds VOL-0014577,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5800207,3306117,1102039,27000,217000,47000,17000,1160041,464016,2610093,1044037,580020,495917,464016,N3,N2,False,False,2,0.0,1,126406,152646,4,1,1,0,0,0,0,104123,17,0,0,0,0
13129,14590,2025-10-01,actif,546031,2025-10-01,actif,416020,12,Fonds VOL-0014578,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5808398,3368870,1161679,28000,218000,48000,18000,1161679,464671,2613779,1045511,580839,505330,464671,N3,N2,False,False,3,0.0,1,82588,103185,1,0,0,0,0,0,0,0,0,0,0,0,0
13130,14591,2022-03-15,actif,609946,2022-03-15,actif,423940,8,Fonds VOL-0014579,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5816589,3431787,1221483,29000,219000,49000,19000,1163317,465327,2617465,1046986,581658,514768,465327,N1,N2,False,False,4,0.0,1,57908,84148,0,0,2,0,16,0,0,0,0,0,0,0,0
13131,14592,2021-12-07,actif,472529,2021-12-07,actif,431860,12,Fonds VOL-0014580,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5824780,2329912,698973,0,220000,50000,20000,1164956,465982,2621151,1048460,582478,349486,465982,N2,N2,False,True,5,0.0,1,66518,92758,0,0,1,0,8,0,0,153544,0,0,0,0,0
13132,14593,2024-11-24,actif,483775,2024-11-24,actif,439780,10,Fonds VOL-0014581,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5832971,2391518,758286,1000,221000,51000,21000,1166594,466637,2624836,1049934,583297,358727,466637,N2,N2,False,False,6,0.0,1,53353,79593,0,0,1,0,8,0,0,0,0,0,0,0,0
13133,14594,2022-04-08,actif,533149,2022-04-08,actif,447700,8,Fonds VOL-0014582,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5841162,2453288,817762,2000,222000,52000,22000,1168232,467292,2628522,1051409,584116,367993,467292,N3,N2,False,False,7,0.0,1,103706,92916,0,1,1,0,0,0,0,0,0,0,0,0,0
13134,14595,2023-04-07,actif,679980,2023-04-07,actif,455620,10,Fonds VOL-0014583,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5849353,2515221,877402,3000,223000,53000,23000,1169870,467948,2632208,1052883,584935,377283,467948,N2,N2,False,False,8,0.0,1,60340,90660,0,1,1,0,0,0,0,146366,0,0,0,0,0
13135,14596,2020-03-27,actif,485976,2020-03-27,actif,463540,12,Fonds VOL-0014584,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5857544,2577319,937207,4000,224000,54000,24000,1171508,468603,2635894,1054357,585754,386597,468603,N3,N1,False,False,1,0.0,1,129590,119163,0,1,1,0,0,0,0,0,0,0,0,0,0
13136,14597,2021-11-22,actif,538442,2021-11-22,actif,471460,12,Fonds VOL-0014585,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5865735,2639580,997174,5000,225000,55000,25000,1173147,469258,2639580,1055832,586573,395937,469258,N1,N1,False,False,2,0.0,1,85029,111269,0,0,1,0,8,0,0,0,0,0,0,0,0
13137,14598,2021-10-26,actif,670152,2021-10-26,actif,479380,8,Fonds VOL-0014586,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5873926,2702005,1057306,6000,226000,56000,26000,1174785,469914,2643266,1057306,587392,405300,469914,N2,N2,False,False,3,0.0,1,113341,139581,0,0,0,0,0,0,0,0,0,0,0,0,0
13138,14599,2019-12-27,actif,634524,2019-12-27,actif,487300,10,Fonds VOL-0014587,1,3000000,2000000,False,a_verifier,False,True,True,2026-09-14 13:04:35.241438+00:00,5882117,2764594,1117602,7000,227000,57000,27000,1176423,470569,2646952,1058781,588211,414689,470569,N3,N2,False,False,4,0.0,1,142344,95251,0,1,1,0,0,0,0,125562,0,0,0,0,0
13139,14600,2021-09-30,actif,667042,2021-09-30,actif,495220,10,Fonds VOL-0014588,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5890308,2827347,1178061,8000,228000,58000,28000,1178061,471224,2650638,1060255,589030,424102,471224,N1,N1,False,False,5,0.0,1,118637,144877,0,0,1,0,16,0,0,0,0,0,0,0,0
13140,14601,2023-08-27,actif,534069,2023-08-27,actif,503140,12,Fonds VOL-0014589,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5898499,2890264,1238684,9000,229000,59000,29000,1179699,471879,2654324,1061729,589849,433539,471879,N3,N1,False,True,6,0.0,1,106163,132403,0,0,0,0,0,0,0,0,0,0,0,0,0
13141,14602,2025-11-08,actif,713706,2025-11-08,actif,511060,8,Fonds VOL-0014590,1,3000000,2000000,False,a_verifier,False,True,True,2026-09-14 13:04:35.241438+00:00,5906690,2953345,708802,10000,230000,60000,30000,1181338,472535,2658010,1063204,590669,443001,472535,N2,N2,False,False,7,0.0,1,97297,136855,18,0,0,0,0,0,0,102111,18,0,0,0,0
13142,14603,2021-01-13,actif,754026,2021-01-13,actif,518980,12,Fonds VOL-0014591,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5914881,3016589,768934,11000,231000,61000,31000,1182976,473190,2661696,1064678,591488,452488,473190,N1,N2,False,False,8,0.0,1,133973,138183,0,0,0,0,0,0,0,0,0,0,0,0,0
13143,14604,2025-02-09,actif,611757,2025-02-09,actif,526900,10,Fonds VOL-0014592,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5923072,3079997,829230,12000,232000,62000,32000,1184614,473845,2665382,1066152,592307,461999,473845,N3,N2,False,False,1,0.0,1,129690,106430,0,0,0,0,0,0,0,0,0,0,0,0,0
13144,14605,2020-11-26,actif,483363,2020-11-26,actif,534820,10,Fonds VOL-0014593,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5931263,3143569,889689,13000,233000,63000,33000,1186252,474501,2669068,1067627,593126,471535,474501,N1,N1,False,False,2,0.0,1,116986,106559,0,2,2,0,0,0,0,130678,0,0,0,0,0
13145,14606,2023-11-25,actif,648845,2023-11-25,actif,542740,8,Fonds VOL-0014594,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5939454,3207305,950312,14000,234000,64000,34000,1187890,475156,2672754,1069101,593945,481095,475156,N2,N2,False,False,3,0.0,1,103360,92933,0,0,1,0,8,0,0,0,0,0,0,0,0
13146,14607,2025-07-25,actif,505199,2025-07-25,actif,550660,10,Fonds VOL-0014595,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5947645,3271204,1011099,15000,235000,65000,35000,1189529,475811,2676440,1070576,594764,490680,475811,N2,N2,False,False,4,0.0,1,122512,112085,0,1,2,0,16,0,0,0,0,0,0,0,0
13147,14608,2024-03-21,actif,567025,2024-03-21,actif,558580,10,Fonds VOL-0014596,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5955836,3335268,1072050,16000,236000,66000,36000,1191167,476466,2680126,1072050,595583,500290,476466,N3,N1,False,False,5,0.0,1,56867,83107,0,0,1,0,16,0,0,0,0,0,0,0,0
13148,14609,2024-03-30,actif,557825,2024-03-30,actif,566500,12,Fonds VOL-0014597,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5964027,3399495,1133165,17000,237000,67000,37000,1192805,477122,2683812,1073524,596402,509924,477122,N1,N1,False,False,6,0.0,1,117266,106839,0,1,2,0,16,0,0,61906,0,0,0,0,0
13149,14610,2025-02-28,actif,679150,2025-02-28,actif,574420,8,Fonds VOL-0014598,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5972218,3463886,1194443,18000,238000,68000,38000,1194443,477777,2687498,1074999,597221,519582,477777,N2,N1,False,True,7,0.0,1,124724,150964,0,0,1,0,8,0,0,0,0,0,0,0,0
13150,14611,2024-12-08,actif,546576,2024-12-08,actif,582340,8,Fonds VOL-0014599,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5980409,3528441,1255885,19000,239000,69000,39000,1196081,478432,2691184,1076473,598040,529266,478432,N1,N2,False,False,8,0.0,1,143646,133219,0,0,1,0,16,0,0,0,0,0,0,0,0
13151,14612,2026-07-07,actif,24282,2026-07-07,actif,590260,10,Fonds VOL-0014600,1,3000000,2000000,False,a_verifier,False,True,True,2026-09-14 13:04:35.241438+00:00,5988600,2395440,718632,20000,40000,70000,0,1197720,479088,2694870,1077948,598860,359316,479088,N2,N2,False,False,1,0.0,1,109858,84093,4,0,0,0,0,0,0,91924,44,0,0,0,0
13152,14617,2026-07-16,actif,28632,2026-07-16,actif,598184,8,Fonds VOL-0014605,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,6029555,2713299,783842,25000,45000,71000,5000,1205911,482364,2713299,1085319,602955,406994,482364,N2,N2,False,False,6,0.0,1,65577,66285,6,1,1,0,0,0,0,142061,42,0,0,0,0
13153,14624,2024-06-11,actif,514947,2024-06-11,actif,606110,10,Fonds VOL-0014612,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,6086892,3165183,852164,2000,52000,72000,12000,1217378,486951,2739101,1095640,608689,474777,486951,N1,N1,False,False,5,0.0,1,78842,105082,0,0,0,0,0,0,1,0,0,0,0,0,0
13154,14625,2022-04-09,actif,585116,2022-04-09,actif,614030,12,Fonds VOL-0014613,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,6095083,3230393,914262,3000,53000,73000,13000,1219016,487606,2742787,1097114,609508,484558,487606,N1,N2,False,False,6,0.0,1,128238,154478,0,1,1,0,0,0,1,137581,0,1,0,0,0
13155,14626,2020-02-11,actif,513832,2020-02-11,actif,621950,10,Fonds VOL-0014614,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,6103274,3295767,976523,4000,54000,74000,14000,1220654,488261,2746473,1098589,610327,494365,488261,N3,N1,False,False,7,0.0,1,105222,131462,0,0,0,0,0,0,1,0,0,0,0,0,0
13156,14627,2020-12-06,actif,518774,2020-12-06,actif,629870,8,Fonds VOL-0014615,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,6111465,3361305,1038949,5000,55000,75000,15000,1222293,488917,2750159,1100063,611146,504195,488917,N2,N2,False,False,8,0.0,1,113141,139381,0,0,0,0,0,0,1,0,0,0,0,0,0
13157,14628,2025-03-26,actif,589135,2025-03-26,actif,637790,10,Fonds VOL-0014616,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,6119656,3427007,1101538,6000,56000,76000,16000,1223931,489572,2753845,1101538,611965,514051,489572,N3,N1,False,True,1,0.0,1,141453,94360,3,1,1,1,32,32,1,0,0,0,0,1,1
